top1,predicted_top1,rr@5,recall@5,precision@5,first_gold_rank,corpus,method,rid,n_gold
1.0,114,1.0,1.0,0.2,1,csf_benchmark,multi,51,1
0.0,63,0.0,0.0,0.0,26,csf_benchmark,multi,52,2
0.0,154,0.0,0.0,0.0,35,csf_benchmark,multi,53,9
0.0,222,0.0,0.0,0.0,34,csf_benchmark,multi,54,5
1.0,73,1.0,0.375,0.6,1,csf_benchmark,multi,55,8
0.0,73,0.5,0.3333333333333333,0.2,2,csf_benchmark,multi,56,3
1.0,215,1.0,0.2,0.4,1,csf_benchmark,multi,57,10
1.0,196,1.0,0.25,0.2,1,csf_benchmark,multi,58,4
1.0,101,1.0,0.6,0.6,1,csf_benchmark,multi,59,5
0.0,100,0.2,1.0,0.2,5,csf_benchmark,multi,60,1
0.0,31,0.3333333333333333,0.2222222222222222,0.4,3,csf_benchmark,multi,61,9
1.0,112,1.0,0.5714285714285714,0.8,1,csf_benchmark,multi,62,7
1.0,57,1.0,0.5,0.2,1,csf_benchmark,multi,63,2
1.0,225,1.0,0.1875,0.6,1,csf_benchmark,multi,64,16
0.0,86,0.0,0.0,0.0,14,csf_benchmark,multi,65,8
0.0,142,0.5,0.2,0.2,2,csf_benchmark,multi,66,5
0.0,292,0.25,0.2,0.2,4,csf_benchmark,multi,67,5
0.0,30,0.0,0.0,0.0,26,csf_benchmark,multi,68,7
0.0,54,0.25,0.25,0.2,4,csf_benchmark,multi,69,4
1.0,93,1.0,0.6666666666666666,0.4,1,csf_benchmark,multi,70,3
1.0,269,1.0,0.16666666666666666,0.2,1,csf_benchmark,multi,71,6
1.0,119,1.0,0.3333333333333333,0.2,1,csf_benchmark,multi,72,3
0.0,33,0.0,0.0,0.0,44,csf_benchmark,multi,73,6
1.0,268,1.0,0.25,0.2,1,csf_benchmark,multi,74,4
1.0,234,1.0,0.3333333333333333,0.2,1,csf_benchmark,multi,75,3
1.0,182,1.0,0.4,0.4,1,csf_benchmark,multi,76,5
1.0,269,1.0,0.2857142857142857,0.4,1,csf_benchmark,multi,77,7
1.0,196,1.0,1.0,0.2,1,csf_benchmark,multi,78,1
0.0,28,0.0,0.0,0.0,33,csf_benchmark,multi,79,3
0.0,93,0.2,0.1111111111111111,0.2,5,csf_benchmark,multi,80,9
0.0,125,0.0,0.0,0.0,12,csf_benchmark,multi,81,5
0.0,30,0.0,0.0,0.0,48,csf_benchmark,multi,82,5
0.0,125,0.0,0.0,0.0,18,csf_benchmark,multi,83,6
1.0,97,1.0,0.5,0.4,1,csf_benchmark,multi,84,4
1.0,97,1.0,0.25,0.2,1,csf_benchmark,multi,85,4
0.0,215,0.0,0.0,0.0,12,csf_benchmark,multi,86,3
0.0,222,0.25,0.3333333333333333,0.2,4,csf_benchmark,multi,87,3
0.0,137,0.25,0.25,0.2,4,csf_benchmark,multi,88,4
0.0,18,0.0,0.0,0.0,14,csf_benchmark,multi,89,2
0.0,125,0.0,0.0,0.0,20,csf_benchmark,multi,90,7
0.0,97,0.5,0.3333333333333333,0.2,2,csf_benchmark,multi,91,3
0.0,37,0.0,0.0,0.0,84,csf_benchmark,multi,92,2
0.0,137,0.2,0.2,0.2,5,csf_benchmark,multi,93,5
0.0,50,0.5,0.125,0.2,2,csf_benchmark,multi,94,8
0.0,72,0.0,0.0,0.0,9,csf_benchmark,multi,95,1
0.0,94,0.0,0.0,0.0,8,csf_benchmark,multi,96,1
1.0,196,1.0,0.2,0.2,1,csf_benchmark,multi,97,5
1.0,93,1.0,0.3333333333333333,0.2,1,csf_benchmark,multi,98,3
0.0,292,0.5,0.3333333333333333,0.2,2,csf_benchmark,multi,99,3
1.0,73,1.0,1.0,0.6,1,csf_benchmark,multi,100,3
0.0,73,0.5,0.3333333333333333,0.2,2,csf_benchmark,multi,101,3
0.0,292,0.2,0.3333333333333333,0.2,5,csf_benchmark,multi,102,3
0.0,233,0.0,0.0,0.0,118,csf_benchmark,multi,103,1
1.0,93,1.0,1.0,0.2,1,csf_benchmark,multi,104,1
0.0,50,0.0,0.0,0.0,6,csf_benchmark,multi,105,2
0.0,116,0.0,0.0,0.0,43,csf_benchmark,reform,0,2
0.0,279,0.0,0.0,0.0,161,csf_benchmark,reform,1,1
0.0,63,0.0,0.0,0.0,46,csf_benchmark,reform,2,5
1.0,17,1.0,0.6666666666666666,0.4,1,csf_benchmark,reform,3,3
0.0,134,0.0,0.0,0.0,6,csf_benchmark,reform,4,5
0.0,156,0.2,0.25,0.2,5,csf_benchmark,reform,5,4
1.0,290,1.0,1.0,0.4,1,csf_benchmark,reform,6,2
1.0,151,1.0,1.0,0.2,1,csf_benchmark,reform,7,1
0.0,157,0.3333333333333333,1.0,0.2,3,csf_benchmark,reform,8,1
1.0,214,1.0,0.375,0.6,1,csf_benchmark,reform,9,8
0.0,73,0.5,0.4,0.4,2,csf_benchmark,reform,10,5
1.0,182,1.0,0.2,0.2,1,csf_benchmark,reform,11,5
0.0,172,0.5,0.2,0.4,2,csf_benchmark,reform,12,10
0.0,132,0.5,0.23076923076923078,0.6,2,csf_benchmark,reform,13,13
1.0,159,1.0,0.5,0.4,1,csf_benchmark,reform,14,4
0.0,50,0.0,0.0,0.0,6,csf_benchmark,reform,15,5
0.0,54,0.25,0.16666666666666666,0.2,4,csf_benchmark,reform,16,6
1.0,195,1.0,0.5,0.6,1,csf_benchmark,reform,17,6
1.0,171,1.0,0.6,0.6,1,csf_benchmark,reform,18,5
0.0,172,0.5,1.0,0.4,2,csf_benchmark,reform,19,2
0.0,198,0.25,1.0,0.2,4,csf_benchmark,reform,20,1
0.0,171,0.5,0.25,0.2,2,csf_benchmark,reform,21,4
1.0,290,1.0,0.6666666666666666,0.8,1,csf_benchmark,reform,22,6
1.0,289,1.0,0.42857142857142855,0.6,1,csf_benchmark,reform,23,7
1.0,289,1.0,0.2,0.2,1,csf_benchmark,reform,24,5
0.0,293,0.0,0.0,0.0,9,csf_benchmark,reform,25,6
0.0,293,0.0,0.0,0.0,10,csf_benchmark,reform,26,6
0.0,5,0.3333333333333333,0.18181818181818182,0.4,3,csf_benchmark,reform,27,11
1.0,119,1.0,0.5,0.8,1,csf_benchmark,reform,28,8
1.0,14,1.0,0.4,0.4,1,csf_benchmark,reform,29,5
1.0,4,1.0,0.375,0.6,1,csf_benchmark,reform,30,8
1.0,227,1.0,0.2,0.2,1,csf_benchmark,reform,31,5
1.0,13,1.0,0.3333333333333333,0.6,1,csf_benchmark,reform,32,9
0.0,152,0.0,0.0,0.0,14,csf_benchmark,reform,33,9
0.0,5,0.0,0.0,0.0,8,csf_benchmark,reform,34,3
0.0,184,0.0,0.0,0.0,8,csf_benchmark,reform,35,2
0.0,293,0.0,0.0,0.0,13,csf_benchmark,reform,36,3
0.0,184,0.5,0.5,0.2,2,csf_benchmark,reform,37,2
0.0,182,0.0,0.0,0.0,6,csf_benchmark,reform,38,4
1.0,243,1.0,0.125,0.2,1,csf_benchmark,reform,39,8
0.0,63,0.0,0.0,0.0,122,csf_benchmark,reform,40,2
0.0,225,0.5,0.25,0.2,2,csf_benchmark,reform,41,4
0.0,224,0.5,0.25,0.2,2,csf_benchmark,reform,42,4
0.0,63,0.0,0.0,0.0,62,csf_benchmark,reform,43,8
1.0,272,1.0,0.5,0.2,1,csf_benchmark,reform,44,2
0.0,49,0.0,0.0,0.0,92,csf_benchmark,reform,45,1
0.0,226,0.0,0.0,0.0,24,csf_benchmark,reform,46,1
1.0,52,1.0,0.1111111111111111,0.2,1,csf_benchmark,reform,47,9
1.0,204,1.0,0.4,0.4,1,csf_benchmark,reform,48,5
1.0,53,1.0,0.6666666666666666,0.4,1,csf_benchmark,reform,49,3
1.0,72,1.0,0.3333333333333333,0.2,1,csf_benchmark,reform,50,3
1.0,114,1.0,1.0,0.2,1,csf_benchmark,reform,51,1
0.0,63,0.0,0.0,0.0,26,csf_benchmark,reform,52,2
0.0,154,0.0,0.0,0.0,35,csf_benchmark,reform,53,9
0.0,222,0.0,0.0,0.0,34,csf_benchmark,reform,54,5
0.0,93,0.5,0.375,0.6,2,csf_benchmark,reform,55,8
0.0,93,0.0,0.0,0.0,6,csf_benchmark,reform,56,3
1.0,215,1.0,0.2,0.4,1,csf_benchmark,reform,57,10
1.0,196,1.0,0.25,0.2,1,csf_benchmark,reform,58,4
1.0,101,1.0,0.6,0.6,1,csf_benchmark,reform,59,5
0.0,103,0.0,0.0,0.0,6,csf_benchmark,reform,60,1
0.0,31,0.3333333333333333,0.2222222222222222,0.4,3,csf_benchmark,reform,61,9
1.0,112,1.0,0.5714285714285714,0.8,1,csf_benchmark,reform,62,7
1.0,57,1.0,0.5,0.2,1,csf_benchmark,reform,63,2
1.0,228,1.0,0.1875,0.6,1,csf_benchmark,reform,64,16
0.0,86,0.0,0.0,0.0,14,csf_benchmark,reform,65,8
0.0,142,0.5,0.2,0.2,2,csf_benchmark,reform,66,5
0.0,292,0.25,0.2,0.2,4,csf_benchmark,reform,67,5
0.0,30,0.0,0.0,0.0,26,csf_benchmark,reform,68,7
0.0,54,0.25,0.25,0.2,4,csf_benchmark,reform,69,4
0.0,29,0.3333333333333333,0.6666666666666666,0.4,3,csf_benchmark,reform,70,3
1.0,269,1.0,0.16666666666666666,0.2,1,csf_benchmark,reform,71,6
1.0,119,1.0,0.3333333333333333,0.2,1,csf_benchmark,reform,72,3
0.0,33,0.0,0.0,0.0,44,csf_benchmark,reform,73,6
1.0,268,1.0,0.25,0.2,1,csf_benchmark,reform,74,4
1.0,234,1.0,0.3333333333333333,0.2,1,csf_benchmark,reform,75,3
1.0,182,1.0,0.4,0.4,1,csf_benchmark,reform,76,5
1.0,269,1.0,0.2857142857142857,0.4,1,csf_benchmark,reform,77,7
1.0,196,1.0,1.0,0.2,1,csf_benchmark,reform,78,1
0.0,31,0.0,0.0,0.0,40,csf_benchmark,reform,79,3
0.0,93,0.2,0.1111111111111111,0.2,5,csf_benchmark,reform,80,9
0.0,125,0.0,0.0,0.0,12,csf_benchmark,reform,81,5
0.0,30,0.0,0.0,0.0,48,csf_benchmark,reform,82,5
0.0,125,0.0,0.0,0.0,18,csf_benchmark,reform,83,6
1.0,97,1.0,0.5,0.4,1,csf_benchmark,reform,84,4
1.0,97,1.0,0.25,0.2,1,csf_benchmark,reform,85,4
0.0,215,0.0,0.0,0.0,12,csf_benchmark,reform,86,3
0.0,222,0.25,0.3333333333333333,0.2,4,csf_benchmark,reform,87,3
0.0,137,0.25,0.25,0.2,4,csf_benchmark,reform,88,4
0.0,18,0.0,0.0,0.0,14,csf_benchmark,reform,89,2
0.0,125,0.0,0.0,0.0,20,csf_benchmark,reform,90,7
0.0,97,0.5,0.3333333333333333,0.2,2,csf_benchmark,reform,91,3
0.0,37,0.0,0.0,0.0,84,csf_benchmark,reform,92,2
1.0,93,1.0,0.4,0.4,1,csf_benchmark,reform,93,5
0.0,50,0.5,0.125,0.2,2,csf_benchmark,reform,94,8
0.0,72,0.0,0.0,0.0,9,csf_benchmark,reform,95,1
0.0,94,0.0,0.0,0.0,8,csf_benchmark,reform,96,1
1.0,196,1.0,0.2,0.2,1,csf_benchmark,reform,97,5
1.0,93,1.0,0.6666666666666666,0.4,1,csf_benchmark,reform,98,3
0.0,292,0.5,0.3333333333333333,0.2,2,csf_benchmark,reform,99,3
1.0,73,1.0,1.0,0.6,1,csf_benchmark,reform,100,3
0.0,73,0.5,0.3333333333333333,0.2,2,csf_benchmark,reform,101,3
0.0,292,0.2,0.3333333333333333,0.2,5,csf_benchmark,reform,102,3
0.0,233,0.0,0.0,0.0,118,csf_benchmark,reform,103,1
1.0,93,1.0,1.0,0.2,1,csf_benchmark,reform,104,1
0.0,50,0.0,0.0,0.0,6,csf_benchmark,reform,105,2
0.0,116,0.0,0.0,0.0,43,csf_benchmark,raa_full,0,2
0.0,279,0.0,0.0,0.0,161,csf_benchmark,raa_full,1,1
0.0,63,0.0,0.0,0.0,46,csf_benchmark,raa_full,2,5
1.0,17,1.0,0.6666666666666666,0.4,1,csf_benchmark,raa_full,3,3
0.0,134,0.0,0.0,0.0,6,csf_benchmark,raa_full,4,5
0.0,156,0.2,0.25,0.2,5,csf_benchmark,raa_full,5,4
1.0,290,1.0,1.0,0.4,1,csf_benchmark,raa_full,6,2
1.0,151,1.0,1.0,0.2,1,csf_benchmark,raa_full,7,1
0.0,157,0.3333333333333333,1.0,0.2,3,csf_benchmark,raa_full,8,1
1.0,214,1.0,0.375,0.6,1,csf_benchmark,raa_full,9,8
0.0,73,0.5,0.4,0.4,2,csf_benchmark,raa_full,10,5
1.0,182,1.0,0.2,0.2,1,csf_benchmark,raa_full,11,5
0.0,172,0.5,0.2,0.4,2,csf_benchmark,raa_full,12,10
0.0,132,0.5,0.23076923076923078,0.6,2,csf_benchmark,raa_full,13,13
1.0,159,1.0,0.5,0.4,1,csf_benchmark,raa_full,14,4
0.0,50,0.0,0.0,0.0,6,csf_benchmark,raa_full,15,5
0.0,54,0.25,0.16666666666666666,0.2,4,csf_benchmark,raa_full,16,6
1.0,195,1.0,0.5,0.6,1,csf_benchmark,raa_full,17,6
1.0,171,1.0,0.6,0.6,1,csf_benchmark,raa_full,18,5
0.0,172,0.5,1.0,0.4,2,csf_benchmark,raa_full,19,2
0.0,198,0.25,1.0,0.2,4,csf_benchmark,raa_full,20,1
0.0,171,0.5,0.25,0.2,2,csf_benchmark,raa_full,21,4
1.0,290,1.0,0.6666666666666666,0.8,1,csf_benchmark,raa_full,22,6
1.0,289,1.0,0.42857142857142855,0.6,1,csf_benchmark,raa_full,23,7
1.0,289,1.0,0.2,0.2,1,csf_benchmark,raa_full,24,5
0.0,293,0.0,0.0,0.0,9,csf_benchmark,raa_full,25,6
0.0,293,0.0,0.0,0.0,10,csf_benchmark,raa_full,26,6
0.0,5,0.3333333333333333,0.18181818181818182,0.4,3,csf_benchmark,raa_full,27,11
1.0,119,1.0,0.5,0.8,1,csf_benchmark,raa_full,28,8
1.0,14,1.0,0.4,0.4,1,csf_benchmark,raa_full,29,5
1.0,4,1.0,0.375,0.6,1,csf_benchmark,raa_full,30,8
1.0,227,1.0,0.2,0.2,1,csf_benchmark,raa_full,31,5
1.0,13,1.0,0.3333333333333333,0.6,1,csf_benchmark,raa_full,32,9
0.0,152,0.0,0.0,0.0,14,csf_benchmark,raa_full,33,9
0.0,5,0.0,0.0,0.0,8,csf_benchmark,raa_full,34,3
0.0,184,0.0,0.0,0.0,8,csf_benchmark,raa_full,35,2
0.0,293,0.0,0.0,0.0,13,csf_benchmark,raa_full,36,3
0.0,184,0.5,0.5,0.2,2,csf_benchmark,raa_full,37,2
0.0,182,0.0,0.0,0.0,6,csf_benchmark,raa_full,38,4
1.0,243,1.0,0.125,0.2,1,csf_benchmark,raa_full,39,8
0.0,63,0.0,0.0,0.0,122,csf_benchmark,raa_full,40,2
0.0,225,0.5,0.25,0.2,2,csf_benchmark,raa_full,41,4
0.0,224,0.5,0.25,0.2,2,csf_benchmark,raa_full,42,4
0.0,63,0.0,0.0,0.0,62,csf_benchmark,raa_full,43,8
1.0,272,1.0,0.5,0.2,1,csf_benchmark,raa_full,44,2
0.0,49,0.0,0.0,0.0,92,csf_benchmark,raa_full,45,1
0.0,226,0.0,0.0,0.0,24,csf_benchmark,raa_full,46,1
1.0,52,1.0,0.1111111111111111,0.2,1,csf_benchmark,raa_full,47,9
1.0,204,1.0,0.4,0.4,1,csf_benchmark,raa_full,48,5
1.0,53,1.0,0.6666666666666666,0.4,1,csf_benchmark,raa_full,49,3
1.0,72,1.0,0.3333333333333333,0.2,1,csf_benchmark,raa_full,50,3
1.0,114,1.0,1.0,0.2,1,csf_benchmark,raa_full,51,1
0.0,63,0.0,0.0,0.0,26,csf_benchmark,raa_full,52,2
0.0,154,0.0,0.0,0.0,35,csf_benchmark,raa_full,53,9
0.0,222,0.0,0.0,0.0,34,csf_benchmark,raa_full,54,5
0.0,93,0.5,0.375,0.6,2,csf_benchmark,raa_full,55,8
0.0,93,0.0,0.0,0.0,6,csf_benchmark,raa_full,56,3
1.0,215,1.0,0.2,0.4,1,csf_benchmark,raa_full,57,10
1.0,196,1.0,0.25,0.2,1,csf_benchmark,raa_full,58,4
1.0,101,1.0,0.6,0.6,1,csf_benchmark,raa_full,59,5
0.0,103,0.0,0.0,0.0,6,csf_benchmark,raa_full,60,1
0.0,31,0.3333333333333333,0.2222222222222222,0.4,3,csf_benchmark,raa_full,61,9
1.0,112,1.0,0.5714285714285714,0.8,1,csf_benchmark,raa_full,62,7
1.0,57,1.0,0.5,0.2,1,csf_benchmark,raa_full,63,2
1.0,228,1.0,0.1875,0.6,1,csf_benchmark,raa_full,64,16
0.0,86,0.0,0.0,0.0,14,csf_benchmark,raa_full,65,8
0.0,142,0.5,0.2,0.2,2,csf_benchmark,raa_full,66,5
0.0,292,0.25,0.2,0.2,4,csf_benchmark,raa_full,67,5
0.0,30,0.0,0.0,0.0,26,csf_benchmark,raa_full,68,7
0.0,54,0.25,0.25,0.2,4,csf_benchmark,raa_full,69,4
0.0,29,0.3333333333333333,0.6666666666666666,0.4,3,csf_benchmark,raa_full,70,3
1.0,269,1.0,0.16666666666666666,0.2,1,csf_benchmark,raa_full,71,6
1.0,119,1.0,0.3333333333333333,0.2,1,csf_benchmark,raa_full,72,3
0.0,33,0.0,0.0,0.0,44,csf_benchmark,raa_full,73,6
1.0,268,1.0,0.25,0.2,1,csf_benchmark,raa_full,74,4
1.0,234,1.0,0.3333333333333333,0.2,1,csf_benchmark,raa_full,75,3
1.0,182,1.0,0.4,0.4,1,csf_benchmark,raa_full,76,5
1.0,269,1.0,0.2857142857142857,0.4,1,csf_benchmark,raa_full,77,7
1.0,196,1.0,1.0,0.2,1,csf_benchmark,raa_full,78,1
0.0,31,0.0,0.0,0.0,40,csf_benchmark,raa_full,79,3
0.0,93,0.2,0.1111111111111111,0.2,5,csf_benchmark,raa_full,80,9
0.0,125,0.0,0.0,0.0,12,csf_benchmark,raa_full,81,5
0.0,30,0.0,0.0,0.0,48,csf_benchmark,raa_full,82,5
0.0,125,0.0,0.0,0.0,18,csf_benchmark,raa_full,83,6
1.0,97,1.0,0.5,0.4,1,csf_benchmark,raa_full,84,4
1.0,97,1.0,0.25,0.2,1,csf_benchmark,raa_full,85,4
0.0,215,0.0,0.0,0.0,12,csf_benchmark,raa_full,86,3
0.0,222,0.25,0.3333333333333333,0.2,4,csf_benchmark,raa_full,87,3
0.0,137,0.25,0.25,0.2,4,csf_benchmark,raa_full,88,4
0.0,18,0.0,0.0,0.0,14,csf_benchmark,raa_full,89,2
0.0,125,0.0,0.0,0.0,20,csf_benchmark,raa_full,90,7
0.0,97,0.5,0.3333333333333333,0.2,2,csf_benchmark,raa_full,91,3
0.0,37,0.0,0.0,0.0,84,csf_benchmark,raa_full,92,2
1.0,93,1.0,0.4,0.4,1,csf_benchmark,raa_full,93,5
0.0,50,0.5,0.125,0.2,2,csf_benchmark,raa_full,94,8
0.0,72,0.0,0.0,0.0,9,csf_benchmark,raa_full,95,1
0.0,94,0.0,0.0,0.0,8,csf_benchmark,raa_full,96,1
1.0,196,1.0,0.2,0.2,1,csf_benchmark,raa_full,97,5
1.0,93,1.0,0.6666666666666666,0.4,1,csf_benchmark,raa_full,98,3
0.0,292,0.5,0.3333333333333333,0.2,2,csf_benchmark,raa_full,99,3
1.0,73,1.0,1.0,0.6,1,csf_benchmark,raa_full,100,3
0.0,73,0.5,0.3333333333333333,0.2,2,csf_benchmark,raa_full,101,3
0.0,292,0.2,0.3333333333333333,0.2,5,csf_benchmark,raa_full,102,3
0.0,233,0.0,0.0,0.0,118,csf_benchmark,raa_full,103,1
1.0,93,1.0,1.0,0.2,1,csf_benchmark,raa_full,104,1
0.0,50,0.0,0.0,0.0,6,csf_benchmark,raa_full,105,2
0.0,298,0.0,0.0,0.0,77,hipaa_benchmark,multi,0,1
1.0,195,1.0,0.5,0.2,1,hipaa_benchmark,multi,1,2
0.0,172,0.25,0.3333333333333333,0.2,4,hipaa_benchmark,multi,2,3
1.0,183,1.0,1.0,0.2,1,hipaa_benchmark,multi,3,1
1.0,33,1.0,0.16666666666666666,0.2,1,hipaa_benchmark,multi,4,6
0.0,176,0.0,0.0,0.0,28,hipaa_benchmark,multi,5,2
0.0,156,0.2,0.2,0.2,5,hipaa_benchmark,multi,6,5
0.0,43,0.0,0.0,0.0,6,hipaa_benchmark,multi,7,9
0.0,156,0.3333333333333333,0.14285714285714285,0.2,3,hipaa_benchmark,multi,8,7
1.0,179,1.0,0.3333333333333333,0.2,1,hipaa_benchmark,multi,9,3
0.0,2,0.0,0.0,0.0,9,hipaa_benchmark,multi,10,4
0.0,22,0.0,0.0,0.0,158,hipaa_benchmark,multi,11,3
0.0,21,0.3333333333333333,0.3333333333333333,0.4,3,hipaa_benchmark,multi,12,6
1.0,0,1.0,0.5,0.2,1,hipaa_benchmark,multi,13,2
1.0,26,1.0,0.75,0.6,1,hipaa_benchmark,multi,14,4
0.0,156,0.0,0.0,0.0,121,hipaa_benchmark,multi,15,2
0.0,156,0.0,0.0,0.0,167,hipaa_benchmark,multi,16,2
0.0,156,0.0,0.0,0.0,110,hipaa_benchmark,multi,17,2
0.0,267,0.0,0.0,0.0,42,hipaa_benchmark,multi,18,2
1.0,93,1.0,0.5,0.4,1,hipaa_benchmark,multi,19,4
1.0,95,1.0,0.5,0.6,1,hipaa_benchmark,multi,20,6
1.0,66,1.0,1.0,0.4,1,hipaa_benchmark,multi,21,2
0.0,200,0.0,0.0,0.0,6,hipaa_benchmark,multi,22,2
0.0,166,0.0,0.0,0.0,6,hipaa_benchmark,multi,23,2
1.0,73,1.0,0.16666666666666666,0.2,1,hipaa_benchmark,multi,24,6
0.0,75,0.0,0.0,0.0,17,hipaa_benchmark,multi,25,2
0.0,157,0.5,0.3333333333333333,0.2,2,hipaa_benchmark,multi,26,3
0.0,210,0.0,0.0,0.0,34,hipaa_benchmark,multi,27,5
0.0,78,0.0,0.0,0.0,103,hipaa_benchmark,multi,28,3
1.0,205,1.0,0.3333333333333333,0.2,1,hipaa_benchmark,multi,29,3
1.0,115,1.0,0.6,0.6,1,hipaa_benchmark,multi,30,5
0.0,115,0.0,0.0,0.0,8,hipaa_benchmark,multi,31,2
0.0,21,0.0,0.0,0.0,6,hipaa_benchmark,multi,32,5
0.0,124,0.5,0.16666666666666666,0.2,2,hipaa_benchmark,multi,33,6
0.0,265,0.5,0.6666666666666666,0.4,2,hipaa_benchmark,multi,34,3
0.0,206,0.3333333333333333,0.09090909090909091,0.2,3,hipaa_benchmark,multi,35,11
1.0,115,1.0,0.375,0.6,1,hipaa_benchmark,multi,36,8
1.0,108,1.0,0.3333333333333333,0.6,1,hipaa_benchmark,multi,37,9
0.0,134,0.0,0.0,0.0,6,hipaa_benchmark,multi,38,1
0.0,108,0.2,1.0,0.2,5,hipaa_benchmark,multi,39,1
0.0,248,0.5,0.2,0.2,2,hipaa_benchmark,multi,40,5
0.0,20,0.2,0.5,0.2,5,hipaa_benchmark,multi,41,2
0.0,181,0.5,0.5,0.4,2,hipaa_benchmark,multi,42,4
0.0,88,0.5,0.16666666666666666,0.2,2,hipaa_benchmark,multi,43,6
0.0,122,0.0,0.0,0.0,9,hipaa_benchmark,multi,44,3
0.0,135,0.0,0.0,0.0,209,hipaa_benchmark,multi,45,1
0.0,135,0.0,0.0,0.0,190,hipaa_benchmark,multi,46,1
1.0,33,1.0,0.2857142857142857,0.4,1,hipaa_benchmark,multi,47,7
1.0,266,1.0,0.3333333333333333,0.4,1,hipaa_benchmark,multi,48,6
0.0,251,0.0,0.0,0.0,15,hipaa_benchmark,multi,49,2
0.0,89,0.0,0.0,0.0,31,hipaa_benchmark,multi,50,5
0.0,117,0.25,1.0,0.2,4,hipaa_benchmark,multi,51,1
0.0,149,0.5,0.5,0.2,2,hipaa_benchmark,multi,52,2
0.0,260,0.0,0.0,0.0,26,hipaa_benchmark,multi,53,3
1.0,205,1.0,0.25,0.2,1,hipaa_benchmark,multi,54,4
