top1,predicted_top1,rr@5,recall@5,precision@5,first_gold_rank,corpus,method,rid,n_gold
1.0,7,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,3,1
0.0,11,0.3333333333333333,1.0,0.2,3,diagnostic_benchmark,tfidf,4,1
1.0,8,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,4,1
0.0,11,0.3333333333333333,1.0,0.2,3,diagnostic_benchmark,lsi,4,1
0.0,11,0.3333333333333333,1.0,0.2,3,diagnostic_benchmark,lsi_inductive,4,1
0.0,49,0.5,1.0,0.2,2,diagnostic_benchmark,semantic,4,1
1.0,8,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,4,1
0.0,11,0.5,1.0,0.2,2,diagnostic_benchmark,rrf_lexical,4,1
0.0,11,0.5,1.0,0.2,2,diagnostic_benchmark,rrf_lexical_inductive,4,1
0.0,7,0.3333333333333333,1.0,0.2,3,diagnostic_benchmark,tfidf,5,1
0.0,7,0.5,1.0,0.2,2,diagnostic_benchmark,bm25,5,1
0.0,7,0.5,1.0,0.2,2,diagnostic_benchmark,lsi,5,1
0.0,7,0.5,1.0,0.2,2,diagnostic_benchmark,lsi_inductive,5,1
0.0,4,0.25,1.0,0.2,4,diagnostic_benchmark,semantic,5,1
1.0,9,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,5,1
0.0,7,0.5,1.0,0.2,2,diagnostic_benchmark,rrf_lexical,5,1
0.0,7,0.5,1.0,0.2,2,diagnostic_benchmark,rrf_lexical_inductive,5,1
0.0,50,0.5,1.0,0.2,2,diagnostic_benchmark,tfidf,6,1
0.0,50,0.5,1.0,0.2,2,diagnostic_benchmark,bm25,6,1
0.0,50,0.5,1.0,0.2,2,diagnostic_benchmark,lsi,6,1
0.0,50,0.5,1.0,0.2,2,diagnostic_benchmark,lsi_inductive,6,1
1.0,10,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,6,1
0.0,50,0.5,1.0,0.2,2,diagnostic_benchmark,reranker,6,1
0.0,50,0.5,1.0,0.2,2,diagnostic_benchmark,rrf_lexical,6,1
0.0,50,0.5,1.0,0.2,2,diagnostic_benchmark,rrf_lexical_inductive,6,1
1.0,11,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,7,1
1.0,11,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,7,1
1.0,11,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,7,1
1.0,11,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,7,1
1.0,11,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,7,1
1.0,11,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,7,1
1.0,11,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,7,1
1.0,11,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,7,1
0.0,78,0.5,0.3333333333333333,0.2,2,diagnostic_benchmark,tfidf,8,3
0.0,78,0.0,0.0,0.0,9,diagnostic_benchmark,bm25,8,3
0.0,78,0.5,0.3333333333333333,0.2,2,diagnostic_benchmark,lsi,8,3
0.0,78,0.5,0.3333333333333333,0.2,2,diagnostic_benchmark,lsi_inductive,8,3
0.0,78,0.3333333333333333,0.3333333333333333,0.2,3,diagnostic_benchmark,semantic,8,3
0.0,78,0.5,0.3333333333333333,0.2,2,diagnostic_benchmark,reranker,8,3
0.0,78,0.3333333333333333,0.6666666666666666,0.4,3,diagnostic_benchmark,rrf_lexical,8,3
0.0,78,0.3333333333333333,0.3333333333333333,0.2,3,diagnostic_benchmark,rrf_lexical_inductive,8,3
0.0,22,0.3333333333333333,0.6666666666666666,0.4,3,diagnostic_benchmark,tfidf,9,3
0.0,13,0.5,0.3333333333333333,0.2,2,diagnostic_benchmark,bm25,9,3
0.0,13,0.3333333333333333,0.6666666666666666,0.4,3,diagnostic_benchmark,lsi,9,3
0.0,13,0.3333333333333333,0.6666666666666666,0.4,3,diagnostic_benchmark,lsi_inductive,9,3
1.0,14,1.0,0.3333333333333333,0.2,1,diagnostic_benchmark,semantic,9,3
0.0,13,0.5,0.6666666666666666,0.4,2,diagnostic_benchmark,reranker,9,3
0.0,13,0.3333333333333333,0.6666666666666666,0.4,3,diagnostic_benchmark,rrf_lexical,9,3
0.0,13,0.3333333333333333,0.6666666666666666,0.4,3,diagnostic_benchmark,rrf_lexical_inductive,9,3
1.0,16,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,10,1
1.0,16,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,10,1
1.0,16,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,10,1
1.0,16,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,10,1
0.0,52,0.5,1.0,0.2,2,diagnostic_benchmark,semantic,10,1
1.0,16,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,10,1
1.0,16,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,10,1
1.0,16,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,10,1
0.0,86,0.0,0.0,0.0,56,diagnostic_benchmark,tfidf,11,2
0.0,86,0.0,0.0,0.0,8,diagnostic_benchmark,bm25,11,2
0.0,86,0.0,0.0,0.0,76,diagnostic_benchmark,lsi,11,2
0.0,86,0.0,0.0,0.0,86,diagnostic_benchmark,lsi_inductive,11,2
0.0,11,0.0,0.0,0.0,10,diagnostic_benchmark,semantic,11,2
0.0,11,0.0,0.0,0.0,9,diagnostic_benchmark,reranker,11,2
0.0,86,0.0,0.0,0.0,46,diagnostic_benchmark,rrf_lexical,11,2
0.0,86,0.0,0.0,0.0,44,diagnostic_benchmark,rrf_lexical_inductive,11,2
0.0,56,0.0,0.0,0.0,67,diagnostic_benchmark,tfidf,12,1
0.0,56,0.0,0.0,0.0,73,diagnostic_benchmark,bm25,12,1
0.0,56,0.0,0.0,0.0,80,diagnostic_benchmark,lsi,12,1
0.0,56,0.0,0.0,0.0,91,diagnostic_benchmark,lsi_inductive,12,1
1.0,18,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,12,1
0.0,56,0.0,0.0,0.0,10,diagnostic_benchmark,reranker,12,1
0.0,56,0.0,0.0,0.0,85,diagnostic_benchmark,rrf_lexical,12,1
0.0,56,0.0,0.0,0.0,92,diagnostic_benchmark,rrf_lexical_inductive,12,1
0.0,93,0.0,0.0,0.0,62,diagnostic_benchmark,tfidf,13,1
0.0,17,0.0,0.0,0.0,67,diagnostic_benchmark,bm25,13,1
0.0,93,0.0,0.0,0.0,107,diagnostic_benchmark,lsi,13,1
0.0,93,0.0,0.0,0.0,68,diagnostic_benchmark,lsi_inductive,13,1
1.0,19,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,13,1
0.0,48,0.0,0.0,0.0,6,diagnostic_benchmark,reranker,13,1
0.0,93,0.0,0.0,0.0,89,diagnostic_benchmark,rrf_lexical,13,1
0.0,93,0.0,0.0,0.0,78,diagnostic_benchmark,rrf_lexical_inductive,13,1
1.0,21,1.0,1.0,0.4,1,diagnostic_benchmark,tfidf,14,2
1.0,21,1.0,1.0,0.4,1,diagnostic_benchmark,bm25,14,2
1.0,21,1.0,1.0,0.4,1,diagnostic_benchmark,lsi,14,2
1.0,21,1.0,1.0,0.4,1,diagnostic_benchmark,lsi_inductive,14,2
1.0,21,1.0,1.0,0.4,1,diagnostic_benchmark,semantic,14,2
1.0,21,1.0,1.0,0.4,1,diagnostic_benchmark,reranker,14,2
1.0,21,1.0,1.0,0.4,1,diagnostic_benchmark,rrf_lexical,14,2
1.0,21,1.0,1.0,0.4,1,diagnostic_benchmark,rrf_lexical_inductive,14,2
0.0,30,0.0,0.0,0.0,59,diagnostic_benchmark,tfidf,15,1
0.0,30,0.0,0.0,0.0,16,diagnostic_benchmark,bm25,15,1
0.0,30,0.0,0.0,0.0,92,diagnostic_benchmark,lsi,15,1
0.0,30,0.0,0.0,0.0,24,diagnostic_benchmark,lsi_inductive,15,1
1.0,22,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,15,1
0.0,78,0.2,1.0,0.2,5,diagnostic_benchmark,reranker,15,1
0.0,30,0.0,0.0,0.0,51,diagnostic_benchmark,rrf_lexical,15,1
0.0,30,0.0,0.0,0.0,20,diagnostic_benchmark,rrf_lexical_inductive,15,1
0.0,34,0.25,0.5,0.2,4,diagnostic_benchmark,tfidf,16,2
0.0,6,0.2,0.5,0.2,5,diagnostic_benchmark,bm25,16,2
0.0,103,0.5,0.5,0.2,2,diagnostic_benchmark,lsi,16,2
0.0,34,0.25,0.5,0.2,4,diagnostic_benchmark,lsi_inductive,16,2
0.0,62,0.5,1.0,0.4,2,diagnostic_benchmark,semantic,16,2
0.0,6,0.25,0.5,0.2,4,diagnostic_benchmark,reranker,16,2
0.0,103,0.2,0.5,0.2,5,diagnostic_benchmark,rrf_lexical,16,2
0.0,34,0.2,0.5,0.2,5,diagnostic_benchmark,rrf_lexical_inductive,16,2
0.0,11,0.0,0.0,0.0,13,diagnostic_benchmark,tfidf,17,2
0.0,11,0.0,0.0,0.0,14,diagnostic_benchmark,bm25,17,2
0.0,11,0.0,0.0,0.0,11,diagnostic_benchmark,lsi,17,2
0.0,11,0.0,0.0,0.0,10,diagnostic_benchmark,lsi_inductive,17,2
1.0,70,1.0,1.0,0.4,1,diagnostic_benchmark,semantic,17,2
0.0,34,0.5,0.5,0.2,2,diagnostic_benchmark,reranker,17,2
0.0,11,0.0,0.0,0.0,6,diagnostic_benchmark,rrf_lexical,17,2
0.0,11,0.0,0.0,0.0,21,diagnostic_benchmark,rrf_lexical_inductive,17,2
1.0,25,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,18,1
0.0,34,0.0,0.0,0.0,7,diagnostic_benchmark,bm25,18,1
0.0,29,0.3333333333333333,1.0,0.2,3,diagnostic_benchmark,lsi,18,1
0.0,31,0.5,1.0,0.2,2,diagnostic_benchmark,lsi_inductive,18,1
0.0,49,0.5,1.0,0.2,2,diagnostic_benchmark,semantic,18,1
0.0,20,0.25,1.0,0.2,4,diagnostic_benchmark,reranker,18,1
0.0,29,0.3333333333333333,1.0,0.2,3,diagnostic_benchmark,rrf_lexical,18,1
0.0,31,0.3333333333333333,1.0,0.2,3,diagnostic_benchmark,rrf_lexical_inductive,18,1
0.0,34,0.0,0.0,0.0,12,diagnostic_benchmark,tfidf,19,2
0.0,95,0.0,0.0,0.0,15,diagnostic_benchmark,bm25,19,2
0.0,95,0.0,0.0,0.0,52,diagnostic_benchmark,lsi,19,2
0.0,34,0.0,0.0,0.0,47,diagnostic_benchmark,lsi_inductive,19,2
0.0,18,0.0,0.0,0.0,6,diagnostic_benchmark,semantic,19,2
0.0,95,0.0,0.0,0.0,6,diagnostic_benchmark,reranker,19,2
0.0,95,0.0,0.0,0.0,15,diagnostic_benchmark,rrf_lexical,19,2
0.0,34,0.0,0.0,0.0,18,diagnostic_benchmark,rrf_lexical_inductive,19,2
0.0,47,0.0,0.0,0.0,17,diagnostic_benchmark,tfidf,20,2
0.0,47,0.0,0.0,0.0,20,diagnostic_benchmark,bm25,20,2
0.0,47,0.0,0.0,0.0,16,diagnostic_benchmark,lsi,20,2
0.0,47,0.0,0.0,0.0,16,diagnostic_benchmark,lsi_inductive,20,2
0.0,36,0.5,0.5,0.2,2,diagnostic_benchmark,semantic,20,2
0.0,36,0.0,0.0,0.0,12,diagnostic_benchmark,reranker,20,2
0.0,47,0.0,0.0,0.0,17,diagnostic_benchmark,rrf_lexical,20,2
0.0,47,0.0,0.0,0.0,17,diagnostic_benchmark,rrf_lexical_inductive,20,2
0.0,36,0.0,0.0,0.0,9,diagnostic_benchmark,tfidf,21,1
0.0,29,0.0,0.0,0.0,18,diagnostic_benchmark,bm25,21,1
0.0,36,0.0,0.0,0.0,7,diagnostic_benchmark,lsi,21,1
0.0,29,0.2,1.0,0.2,5,diagnostic_benchmark,lsi_inductive,21,1
0.0,29,0.0,0.0,0.0,6,diagnostic_benchmark,semantic,21,1
0.0,29,0.2,1.0,0.2,5,diagnostic_benchmark,reranker,21,1
0.0,36,0.0,0.0,0.0,11,diagnostic_benchmark,rrf_lexical,21,1
0.0,29,0.0,0.0,0.0,10,diagnostic_benchmark,rrf_lexical_inductive,21,1
1.0,29,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,22,1
1.0,29,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,22,1
1.0,29,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,22,1
1.0,29,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,22,1
1.0,29,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,22,1
1.0,29,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,22,1
1.0,29,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,22,1
1.0,29,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,22,1
1.0,30,1.0,0.5,0.2,1,diagnostic_benchmark,tfidf,23,2
1.0,30,1.0,0.5,0.2,1,diagnostic_benchmark,bm25,23,2
1.0,30,1.0,0.5,0.2,1,diagnostic_benchmark,lsi,23,2
1.0,30,1.0,0.5,0.2,1,diagnostic_benchmark,lsi_inductive,23,2
1.0,74,1.0,0.5,0.2,1,diagnostic_benchmark,semantic,23,2
0.0,35,0.25,0.5,0.2,4,diagnostic_benchmark,reranker,23,2
1.0,30,1.0,0.5,0.2,1,diagnostic_benchmark,rrf_lexical,23,2
1.0,30,1.0,0.5,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,23,2
1.0,31,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,24,1
1.0,31,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,24,1
1.0,31,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,24,1
1.0,31,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,24,1
1.0,31,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,24,1
1.0,31,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,24,1
1.0,31,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,24,1
1.0,31,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,24,1
1.0,32,1.0,0.5,0.2,1,diagnostic_benchmark,tfidf,25,2
0.0,80,0.5,0.5,0.2,2,diagnostic_benchmark,bm25,25,2
0.0,80,0.3333333333333333,0.5,0.2,3,diagnostic_benchmark,lsi,25,2
1.0,32,1.0,0.5,0.2,1,diagnostic_benchmark,lsi_inductive,25,2
1.0,32,1.0,0.5,0.2,1,diagnostic_benchmark,semantic,25,2
1.0,32,1.0,0.5,0.2,1,diagnostic_benchmark,reranker,25,2
0.0,80,0.5,0.5,0.2,2,diagnostic_benchmark,rrf_lexical,25,2
1.0,32,1.0,0.5,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,25,2
1.0,33,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,26,1
1.0,33,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,26,1
1.0,33,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,26,1
1.0,33,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,26,1
1.0,33,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,26,1
1.0,33,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,26,1
1.0,33,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,26,1
1.0,33,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,26,1
0.0,36,0.0,0.0,0.0,7,diagnostic_benchmark,tfidf,27,2
0.0,33,0.5,0.5,0.2,2,diagnostic_benchmark,bm25,27,2
1.0,34,1.0,0.5,0.2,1,diagnostic_benchmark,lsi,27,2
0.0,29,0.2,0.5,0.2,5,diagnostic_benchmark,lsi_inductive,27,2
0.0,32,0.3333333333333333,1.0,0.4,3,diagnostic_benchmark,semantic,27,2
0.0,35,0.25,0.5,0.2,4,diagnostic_benchmark,reranker,27,2
1.0,34,1.0,0.5,0.2,1,diagnostic_benchmark,rrf_lexical,27,2
0.0,29,0.2,0.5,0.2,5,diagnostic_benchmark,rrf_lexical_inductive,27,2
1.0,35,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,28,1
1.0,35,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,28,1
1.0,35,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,28,1
1.0,35,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,28,1
1.0,35,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,28,1
1.0,35,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,28,1
1.0,35,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,28,1
1.0,35,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,28,1
0.0,89,0.5,1.0,0.2,2,diagnostic_benchmark,tfidf,29,1
0.0,89,0.5,1.0,0.2,2,diagnostic_benchmark,bm25,29,1
0.0,89,0.5,1.0,0.2,2,diagnostic_benchmark,lsi,29,1
0.0,89,0.5,1.0,0.2,2,diagnostic_benchmark,lsi_inductive,29,1
0.0,32,0.0,0.0,0.0,10,diagnostic_benchmark,semantic,29,1
0.0,47,0.25,1.0,0.2,4,diagnostic_benchmark,reranker,29,1
0.0,89,0.5,1.0,0.2,2,diagnostic_benchmark,rrf_lexical,29,1
0.0,89,0.5,1.0,0.2,2,diagnostic_benchmark,rrf_lexical_inductive,29,1
1.0,37,1.0,0.5,0.2,1,diagnostic_benchmark,tfidf,30,2
0.0,31,0.0,0.0,0.0,6,diagnostic_benchmark,bm25,30,2
0.0,24,0.5,0.5,0.2,2,diagnostic_benchmark,lsi,30,2
0.0,24,0.25,0.5,0.2,4,diagnostic_benchmark,lsi_inductive,30,2
1.0,37,1.0,0.5,0.2,1,diagnostic_benchmark,semantic,30,2
1.0,37,1.0,0.5,0.2,1,diagnostic_benchmark,reranker,30,2
1.0,37,1.0,0.5,0.2,1,diagnostic_benchmark,rrf_lexical,30,2
0.0,52,0.3333333333333333,1.0,0.4,3,diagnostic_benchmark,rrf_lexical_inductive,30,2
0.0,94,0.0,0.0,0.0,6,diagnostic_benchmark,tfidf,31,2
0.0,40,0.0,0.0,0.0,14,diagnostic_benchmark,bm25,31,2
0.0,94,0.0,0.0,0.0,14,diagnostic_benchmark,lsi,31,2
0.0,94,0.0,0.0,0.0,47,diagnostic_benchmark,lsi_inductive,31,2
0.0,40,0.0,0.0,0.0,6,diagnostic_benchmark,semantic,31,2
1.0,38,1.0,0.5,0.2,1,diagnostic_benchmark,reranker,31,2
0.0,94,0.0,0.0,0.0,6,diagnostic_benchmark,rrf_lexical,31,2
0.0,94,0.0,0.0,0.0,9,diagnostic_benchmark,rrf_lexical_inductive,31,2
1.0,39,1.0,0.5,0.2,1,diagnostic_benchmark,tfidf,32,2
1.0,39,1.0,0.5,0.2,1,diagnostic_benchmark,bm25,32,2
1.0,39,1.0,0.5,0.2,1,diagnostic_benchmark,lsi,32,2
1.0,39,1.0,0.5,0.2,1,diagnostic_benchmark,lsi_inductive,32,2
1.0,39,1.0,0.5,0.2,1,diagnostic_benchmark,semantic,32,2
1.0,39,1.0,0.5,0.2,1,diagnostic_benchmark,reranker,32,2
1.0,39,1.0,0.5,0.2,1,diagnostic_benchmark,rrf_lexical,32,2
1.0,39,1.0,0.5,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,32,2
1.0,40,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,33,1
1.0,40,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,33,1
1.0,40,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,33,1
1.0,40,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,33,1
1.0,40,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,33,1
1.0,40,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,33,1
1.0,40,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,33,1
1.0,40,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,33,1
1.0,41,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,34,1
1.0,41,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,34,1
0.0,42,0.5,1.0,0.2,2,diagnostic_benchmark,lsi,34,1
0.0,42,0.5,1.0,0.2,2,diagnostic_benchmark,lsi_inductive,34,1
1.0,41,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,34,1
1.0,41,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,34,1
1.0,41,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,34,1
1.0,41,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,34,1
0.0,102,0.0,0.0,0.0,98,diagnostic_benchmark,tfidf,35,1
0.0,83,0.0,0.0,0.0,104,diagnostic_benchmark,bm25,35,1
0.0,83,0.0,0.0,0.0,87,diagnostic_benchmark,lsi,35,1
0.0,102,0.0,0.0,0.0,66,diagnostic_benchmark,lsi_inductive,35,1
0.0,27,0.0,0.0,0.0,14,diagnostic_benchmark,semantic,35,1
0.0,27,0.0,0.0,0.0,18,diagnostic_benchmark,reranker,35,1
0.0,83,0.0,0.0,0.0,104,diagnostic_benchmark,rrf_lexical,35,1
0.0,83,0.0,0.0,0.0,101,diagnostic_benchmark,rrf_lexical_inductive,35,1
0.0,30,0.0,0.0,0.0,95,diagnostic_benchmark,tfidf,36,1
0.0,30,0.0,0.0,0.0,97,diagnostic_benchmark,bm25,36,1
0.0,30,0.0,0.0,0.0,83,diagnostic_benchmark,lsi,36,1
0.0,30,0.0,0.0,0.0,107,diagnostic_benchmark,lsi_inductive,36,1
0.0,59,0.3333333333333333,1.0,0.2,3,diagnostic_benchmark,semantic,36,1
0.0,60,0.0,0.0,0.0,14,diagnostic_benchmark,reranker,36,1
0.0,30,0.0,0.0,0.0,101,diagnostic_benchmark,rrf_lexical,36,1
0.0,30,0.0,0.0,0.0,106,diagnostic_benchmark,rrf_lexical_inductive,36,1
1.0,44,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,37,1
1.0,44,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,37,1
1.0,44,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,37,1
1.0,44,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,37,1
1.0,44,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,37,1
1.0,44,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,37,1
1.0,44,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,37,1
1.0,44,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,37,1
1.0,45,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,38,1
1.0,45,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,38,1
1.0,45,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,38,1
1.0,45,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,38,1
1.0,45,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,38,1
1.0,45,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,38,1
1.0,45,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,38,1
1.0,45,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,38,1
1.0,46,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,39,1
1.0,46,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,39,1
1.0,46,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,39,1
1.0,46,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,39,1
1.0,46,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,39,1
1.0,46,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,39,1
1.0,46,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,39,1
1.0,46,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,39,1
1.0,47,1.0,1.0,0.2,1,diagnostic_benchmark,tfidf,40,1
1.0,47,1.0,1.0,0.2,1,diagnostic_benchmark,bm25,40,1
1.0,47,1.0,1.0,0.2,1,diagnostic_benchmark,lsi,40,1
1.0,47,1.0,1.0,0.2,1,diagnostic_benchmark,lsi_inductive,40,1
1.0,47,1.0,1.0,0.2,1,diagnostic_benchmark,semantic,40,1
1.0,47,1.0,1.0,0.2,1,diagnostic_benchmark,reranker,40,1
1.0,47,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical,40,1
1.0,47,1.0,1.0,0.2,1,diagnostic_benchmark,rrf_lexical_inductive,40,1
0.0,19,0.25,1.0,0.2,4,diagnostic_benchmark,tfidf,41,1
0.0,19,0.2,1.0,0.2,5,diagnostic_benchmark,bm25,41,1
0.0,19,0.0,0.0,0.0,9,diagnostic_benchmark,lsi,41,1
0.0,19,0.2,1.0,0.2,5,diagnostic_benchmark,lsi_inductive,41,1
